鄉鎮市區,租賃標的,土地區段位置或建物區門牌,租賃總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,租賃總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價每平方公尺,車位類別,租賃總面積平方公尺,租金總額元
前金區,建物,高雄市前金區中正四路91~120號,14.58,商,,,10304,土地0建物1車位1,五層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0881222,117.47,3,2,2,有,有,有,18000,153,坡道平面,35.76,0
鼓山區,建物,高雄市鼓山區大順一路909巷1~30號,1541.7,住,,,10304,土地0建物1車位0,二十五層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020313,153.47,3,2,2,有,無,有,55000,358,,0.0,0
苓雅區,建物,高雄市苓雅區四維三路241~270號,0.0,商,,,10305,土地0建物1車位0,九層,12,辦公商業大樓,,鋼筋混凝土造,0781109,43.24,0,0,0,無,有,無,7000,162,,0.0,0
鼓山區,房地(土地+建物)+車位,高雄市鼓山區葆禎路61~90號,21.41,住,,,10305,土地1建物1車位1,四層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010921,193.63,4,2,2,有,有,有,18000,93,坡道平面,25.64,0
鼓山區,房地(土地+建物),高雄市鼓山區南屏路841~870號,22.78,商,,,10305,土地1建物1車位0,十三層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951205,239.72,4,2,2,有,有,有,39000,163,,0.0,0
前金區,建物,高雄市前金區七賢二路271~300號,6.9,商,,,10304,土地0建物1車位1,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010926,52.35,2,1,1,有,有,有,25000,478,坡道平面,17.29,0
鼓山區,房地(土地+建物),高雄市鼓山區美術北三路31~60號,9.41,商,,,10305,土地1建物1車位0,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950126,87.49,2,2,1,有,無,無,15700,179,,0.0,0
三民區,房地(土地+建物),高雄市三民區澄清路481~510號,81.56,住,,,10304,土地1建物1車位0,全,4,透天厝,,鋼筋混凝土造,0680514,236.17,0,0,0,無,無,有,60000,254,,0.0,0
前鎮區,房地(土地+建物),高雄市前鎮區一心二路211~240號,10.19,商,,,10305,土地1建物1車位0,見其它登記事項,20,店面(店鋪),住商用,鋼筋混凝土造,0831001,155.67,3,2,3,有,有,無,30000,193,,0.0,0
左營區,建物,高雄市左營區忠言路31~60號,0.0,,,,10305,土地0建物1車位0,一層,15,店面(店鋪),住商用,鋼筋混凝土造,1021106,340.52,0,0,0,無,有,無,80000,235,,0.0,0
左營區,土地,新庄段八小段121~150地號,102.47,住,,,10304,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,55000,537,,0.0,0
前鎮區,建物,高雄市前鎮區新光路1~30號,3240.0,住,,,10305,土地0建物1車位0,十二層,37,住宅大樓(11層含以上有電梯),住家用,見其它登記事項,0880209,38.56,1,0,1,有,有,有,8000,207,,0.0,0
前鎮區,房地(土地+建物),高雄市前鎮區溫江街31~60號,58.0,住,,,10304,土地1建物1車位0,全,3,透天厝,,鋼筋混凝土造,0731220,135.54,4,2,3,有,無,無,15000,111,,0.0,0
前鎮區,房地(土地+建物),高雄市前鎮區一心二路211~240號,10.19,商,,,10305,土地1建物1車位0,一層,20,辦公商業大樓,住商用,鋼筋混凝土造,0831001,155.67,3,2,3,有,無,無,30000,193,,0.0,0
仁武區,土地,新赤山段121~150地號,569.91,其他,,,10303,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,80000,140,,0.0,0
鼓山區,房地(土地+建物),高雄市鼓山區明誠三路421~450號,7.89,住,,,10305,土地1建物1車位0,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950823,79.41,2,1,1,有,有,有,15000,189,,0.0,0
苓雅區,建物,高雄市苓雅區新光路46巷1~30號,0.0,商,,,10305,土地0建物1車位0,三層,35,店面(店鋪),住商用,鋼筋混凝土造,0860421,182.89,2,2,2,有,有,無,16000,87,,0.0,0
新興區,房地(土地+建物),高雄市新興區中山一路31~60號,316.0,商,,,10304,土地1建物1車位0,全,3,透天厝,住商用,加強磚造,0390715,505.5,0,0,0,無,無,無,140000,277,,0.0,0
苓雅區,房地(土地+建物),高雄市苓雅區中正一路211~240號,6.18,商,,,10304,土地1建物1車位0,八層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0920704,82.15,2,2,1,有,有,有,18000,219,,0.0,0
